The Pew Charitable Trusts
Read more about our sources and methodology: https://www.pew.org/en/research-and-analysis/data-visualizations/2014/fiscal-50/reserves-and-balances
Reserves and Balances: Reserves and Balances Data 

State/Region,Total balances: days 2000,Total balances: days 2001,Total balances: days 2002,Total balances: days 2003,Total balances: days 2004,Total balances: days 2005,Total balances: days 2006,Total balances: days 2007,Total balances: days 2008,Total balances: days 2009,Total balances: days 2010,Total balances: days 2011,Total balances: days 2012,Total balances: days 2013,Total balances: days 2014,Total balances: days 2015,Total balances: days 2016,Total balances: days 2017,Total balances: days 2018,Total balances: days 2019,Total balances: days 2020,Total balances: days 2021,Total balances: days 2022,Total balances: days 2023,Total balances: days 2024,Total balances: days 2025,Total balances: balances 2000,Total balances: balances 2001,Total balances: balances 2002,Total balances: balances 2003,Total balances: balances 2004,Total balances: balances 2005,Total balances: balances 2006,Total balances: balances 2007,Total balances: balances 2008,Total balances: balances 2009,Total balances: balances 2010,Total balances: balances 2011,Total balances: balances 2012,Total balances: balances 2013,Total balances: balances 2014,Total balances: balances 2015,Total balances: balances 2016,Total balances: balances 2017,Total balances: balances 2018,Total balances: balances 2019,Total balances: balances 2020,Total balances: balances 2021,Total balances: balances 2022,Total balances: balances 2023,Total balances: balances 2024,Total balances: balances 2025,Total balances: % of state spending 2000,Total balances: % of state spending 2001,Total balances: % of state spending 2002,Total balances: % of state spending 2003,Total balances: % of state spending 2004,Total balances: % of state spending 2005,Total balances: % of state spending 2006,Total balances: % of state spending 2007,Total balances: % of state spending 2008,Total balances: % of state spending 2009,Total balances: % of state spending 2010,Total balances: % of state spending 2011,Total balances: % of state spending 2012,Total balances: % of state spending 2013,Total balances: % of state spending 2014,Total balances: % of state spending 2015,Total balances: % of state spending 2016,Total balances: % of state spending 2017,Total balances: % of state spending 2018,Total balances: % of state spending 2019,Total balances: % of state spending 2020,Total balances: % of state spending 2021,Total balances: % of state spending 2022,Total balances: % of state spending 2023,Total balances: % of state spending 2024,Total balances: % of state spending 2025,Rainy day funds: days 2000,Rainy day funds: days 2001,Rainy day funds: days 2002,Rainy day funds: days 2003,Rainy day funds: days 2004,Rainy day funds: days 2005,Rainy day funds: days 2006,Rainy day funds: days 2007,Rainy day funds: days 2008,Rainy day funds: days 2009,Rainy day funds: days 2010,Rainy day funds: days 2011,Rainy day funds: days 2012,Rainy day funds: days 2013,Rainy day funds: days 2014,Rainy day funds: days 2015,Rainy day funds: days 2016,Rainy day funds: days 2017,Rainy day funds: days 2018,Rainy day funds: days 2019,Rainy day funds: days 2020,Rainy day funds: days 2021,Rainy day funds: days 2022,Rainy day funds: days 2023,Rainy day funds: days 2024,Rainy day funds: days 2025,Rainy day funds: balances 2000,Rainy day funds: balances 2001,Rainy day funds: balances 2002,Rainy day funds: balances 2003,Rainy day funds: balances 2004,Rainy day funds: balances 2005,Rainy day funds: balances 2006,Rainy day funds: balances 2007,Rainy day funds: balances 2008,Rainy day funds: balances 2009,Rainy day funds: balances 2010,Rainy day funds: balances 2011,Rainy day funds: balances 2012,Rainy day funds: balances 2013,Rainy day funds: balances 2014,Rainy day funds: balances 2015,Rainy day funds: balances 2016,Rainy day funds: balances 2017,Rainy day funds: balances 2018,Rainy day funds: balances 2019,Rainy day funds: balances 2020,Rainy day funds: balances 2021,Rainy day funds: balances 2022,Rainy day funds: balances 2023,Rainy day funds: balances 2024,Rainy day funds: balances 2025,Rainy day funds: % of state spending 2000,Rainy day funds: % of state spending 2001,Rainy day funds: % of state spending 2002,Rainy day funds: % of state spending 2003,Rainy day funds: % of state spending 2004,Rainy day funds: % of state spending 2005,Rainy day funds: % of state spending 2006,Rainy day funds: % of state spending 2007,Rainy day funds: % of state spending 2008,Rainy day funds: % of state spending 2009,Rainy day funds: % of state spending 2010,Rainy day funds: % of state spending 2011,Rainy day funds: % of state spending 2012,Rainy day funds: % of state spending 2013,Rainy day funds: % of state spending 2014,Rainy day funds: % of state spending 2015,Rainy day funds: % of state spending 2016,Rainy day funds: % of state spending 2017,Rainy day funds: % of state spending 2018,Rainy day funds: % of state spending 2019,Rainy day funds: % of state spending 2020,Rainy day funds: % of state spending 2021,Rainy day funds: % of state spending 2022,Rainy day funds: % of state spending 2023,Rainy day funds: % of state spending 2024,Rainy day funds: % of state spending 2025
Hawaii,31.68807,40.17105,18.35932,11.24051,22.67766,47.14489,61.29747,37.63957,27.29906,1.60255,3.0179,9.25594,19.83516,55.93184,43.50916,52.26237,59.86102,58.76102,52.66469,52.12593,48.22752,65.42303,121.5558,109.5768143,105.84343,94.25814,277900000,370300000,183900000,117200000,238600000,540500000,785800000,554900000,404400000,23600000,40000000,126000000,299500000,868200000,748000000,918300000,1128700000,1205100000,1126000000,1130300000,1061600000,1569400000,2944800000,3152600000,3109100000,2918800000,0.08682,0.11006,0.0503,0.0308,0.06213,0.12916,0.16794,0.10312,0.07479,0.00439,0.00827,0.02536,0.05434,0.15324,0.1192,0.14318,0.164,0.16099,0.14429,0.14281,0.13213,0.17924,0.33303,0.30021045,0.28998,0.25824,0.661355826,2.299827617,4.991657777,0,5.13241153,4.718850069,4.173345301,4.171622375,4.995376364,4.101428784,4.7531936,0.734598587,1.602707165,1.559030658,4.839521912,5.133470546,5.35126849,15.17907716,17.57204731,17.44125518,2.675773228,13.31888577,13.44894712,33.84347652,51.61616162,50.59738467,5800000,21200000,50000000,0,54000000,54100000,53500000,61500000,74000000,60400000,63000000,10000000,24200000,24200000,83200000,90200000,100900000,311300000,375700000,378200000,58900000,319500000,325800000,973700000,1516200000,1566800000,0.00181,0.0063,0.01368,0,0.01406,0.01293,0.01143,0.01143,0.01369,0.01124,0.01302,0.00201,0.00439,0.00427,0.01326,0.01406,0.01466,0.04159,0.04814,0.04778,0.00733,0.03649,0.03685,0.092721853,0.14141,0.13862
Idaho,47.42742,47.50629,10.03082,2.97611,18.3694,39.84837,67.61149,53.30442,49.65871,15.81219,4.48496,11.91885,23.23738,35.86924,37.01187,47.61248,50.62938,57.50789,69.59451,55.69687,61.96527,147.60188,183.07832,121.0507539,109.40554,104.65796,218400000,238000000,54400000,15700000,100000000,230400000,410800000,376300000,380100000,128200000,30800000,80000000,161000000,265000000,282000000,383000000,421500000,513900000,660900000,564400000,663300000,1677000000,2216000000,1519900000,1575200000,1510200000,0.12994,0.13015,0.02748,0.00815,0.05033,0.10917,0.18524,0.14604,0.13605,0.04332,0.01229,0.03265,0.06366,0.09827,0.1014,0.13045,0.13871,0.15756,0.19067,0.15259,0.16977,0.40439,0.50158,0.331645901,0.29974,0.28673,7.817705854,10.61905283,9.772669866,0,0,2.767247915,17.87392343,17.22513292,18.36888825,15.81218531,4.484959706,1.638842402,8.80422318,25.04079211,31.23696512,42.01832363,44.56346464,46.21669681,44.43771277,45.6903777,44.56118349,69.31215336,72.90912177,87.88703659,87.17299056,87.17338472,36000000,53200000,53000000,0,0,16000000,108600000,121600000,140600000,128200000,30800000,11000000,61000000,185000000,238000000,338000000,371000000,413000000,422000000,463000000,477000000,787500000,882500000,1103500000,1255100000,1257900000,0.02142,0.02909,0.02677,0,0,0.00758,0.04897,0.04719,0.05033,0.04332,0.01229,0.00449,0.02412,0.0686,0.08558,0.11512,0.12209,0.12662,0.12175,0.12518,0.12209,0.1899,0.19975,0.240786402,0.23883,0.23883
Illinois,23.9822,20.12522,7.73385,9.04781,7.12939,12.7184,13.06535,13.08101,5.60546,7.57324,6.57044,5.86752,0.4986,1.85561,4.05478,10.63926,12.86802,16.10256,1.28955,4.65144,4.65946,8.22383,15.57208,28.02503958,32.05631,30.84356,1516700000,1350700000,481800000,542700000,458000000,773000000,866000000,918000000,417000000,556000000,453000000,469000000,40000000,154000000,349700000,896700000,967400000,1368100000,125100000,466100000,535100000,980100000,2062000000,3850794000,4671000000,4606000000,0.0657,0.05514,0.02119,0.02479,0.01953,0.03484,0.0358,0.03584,0.01536,0.02075,0.018,0.01608,0.00137,0.00508,0.01111,0.02915,0.03525,0.04412,0.00353,0.01274,0.01277,0.02253,0.04266,0.07678093,0.08783,0.0845,0,3.352465006,3.627751928,3.762835036,4.296315251,4.54111071,4.164014384,3.932851845,3.710087283,3.75937605,0,0,0,0,3.196750214,3.271153659,3.677906867,0.116523169,0.039170832,0.035926179,0.036124735,0.034402299,5.679053215,14.11928409,14.41897894,15.71642174,0,225000000,226000000,225700000,276000000,276000000,276000000,276000000,276000000,276000000,0,0,0,0,275700000,275700000,276500000,9900000,3800000,3600000,4100000,4100000,752000000,1940067000,2101000000,2347000000,0,0.00918,0.00994,0.01031,0.01177,0.01244,0.01141,0.01077,0.01016,0.0103,0,0,0,0,0.00876,0.00896,0.01008,0.00032,0.00011,0.0001,0.0001,0.00009,0.01556,0.03868297,0.0395,0.04306
Indiana,55.86485,21.36281,10.09089,25.49608,7.86887,13.46513,22.55506,38.31893,40.51701,37.26984,23.54592,33.04705,57.27377,49.78006,50.29441,52.32964,54.65078,41.97023,41.4148,50.89691,31.3458,80.74449,121.39842,49.42264979,35.11971,34.02649,1372500000,544500000,269200000,720100000,242400000,435300000,738700000,1285700000,1413100000,1329400000,830700000,1181500000,2155000000,1943100000,2005300000,2141200000,2244500000,1777100000,1785500000,2270100000,1418900000,3922700000,6124700000,2926200000,2124300000,2143100000,0.15305,0.05853,0.02765,0.06985,0.02156,0.03689,0.06179,0.10498,0.11101,0.10211,0.06451,0.09054,0.15691,0.13638,0.13779,0.14337,0.14973,0.11499,0.11347,0.13944,0.08588,0.22122,0.3326,0.13540452,0.09622,0.09322,21.97554475,20.63306174,10.08339067,9.860654386,7.862377488,9.790291279,10.01802729,10.25851862,10.40809112,10.23841344,0,1.599908042,9.344527291,13.19628982,24.30072837,30.65189589,35.74640606,34.8212853,32.91612916,32.18695676,19.3765623,26.78995393,32.04282448,35.38055047,31.1833553,28.50597462,539900000,525900000,269000000,278500000,242200000,316500000,328100000,344200000,363000000,365200000,0,57200000,351600000,515100000,968900000,1254200000,1468100000,1474400000,1419100000,1435600000,877100000,1301500000,1616600000,2094800000,1886200000,1795400000,0.06021,0.05653,0.02763,0.02702,0.02154,0.02682,0.02745,0.02811,0.02852,0.02805,0,0.00438,0.0256,0.03615,0.06658,0.08398,0.09794,0.0954,0.09018,0.08818,0.05309,0.0734,0.08779,0.096933015,0.08543,0.0781
Iowa,47.46709,30.31629,20.242,-3.68947,26.58277,31.06754,39.33901,41.43676,39.71731,31.92366,48.85773,67.94748,78.38102,87.58042,77.76161,57.34,38.95725,30.4393,37.77535,50.74361,50.54004,95.32937,123.32478,121.4799795,128.54059,122.21361,619400000,405200000,254600000,-45800000,329000000,391800000,541100000,611300000,640700000,519000000,709200000,994900000,1289400000,1538800000,1376700000,1108500000,773200000,605300000,747600000,1046500000,1082900000,2039500000,2744500000,2733000000,3014400000,2994200000,0.13005,0.08306,0.05546,-0.01011,0.07283,0.08512,0.10778,0.11353,0.10881,0.08746,0.13386,0.18616,0.21474,0.23995,0.21305,0.1571,0.10673,0.0834,0.10349,0.13902,0.13847,0.26118,0.33788,0.332821862,0.35217,0.33483,34.01016188,30.31628574,13.19784792,0,13.17018639,17.88881406,28.48461309,36.27156573,36.72316576,31.92366026,29.06524857,30.07063468,36.55227833,34.78060532,37.83867224,36.09549049,36.73529534,30.43929624,31.34302841,36.71577549,36.28204636,37.44464649,37.3097331,40.09328267,40.98766297,37.95552648,443800000,405200000,166000000,0,163000000,225600000,391800000,535100000,592400000,519000000,421900000,440300000,601300000,611100000,669900000,697800000,729100000,605300000,620300000,757200000,777400000,801100000,830300000,902000000,961200000,929900000,0.09318,0.08306,0.03616,0,0.03608,0.04901,0.07804,0.09937,0.10061,0.08746,0.07963,0.08239,0.10014,0.09529,0.10367,0.09889,0.10064,0.0834,0.08587,0.10059,0.0994,0.10259,0.10222,0.10984461,0.11229,0.10399
Kansas,31.58943,30.13376,0.98889,10.82429,27.69315,37.25411,52.10126,60.85828,31.50038,2.99136,-1.87766,12.12888,30.10692,42.20097,23.16405,4.1843,2.21665,6.31546,41.81325,57.35433,27.98697,109.31719,124.86573,168.1616388,191.27696,128.63207,378000000,365700000,12100000,122700000,327500000,478700000,733600000,935000000,526600000,49700000,-27100000,188300000,503000000,709300000,379700000,71500000,37100000,108600000,761700000,1105100000,576800000,2176700000,2803800000,4020666000,4907800000,3837500000,0.08655,0.08256,0.00271,0.02966,0.07587,0.10207,0.14274,0.16674,0.0863,0.0082,-0.00514,0.03323,0.08248,0.11562,0.06346,0.01146,0.00607,0.0173,0.11456,0.15714,0.07668,0.2995,0.3421,0.460716819,0.52405,0.35242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.973878365,4.113142904,43.16280091,67.34970945,65.75316064,59.11544572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81900000,81900000,969200000,1610300000,1687100000,1763600000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01089,0.01127,0.11825,0.184519752,0.18015,0.16196
Kentucky,25.29907,12.4423,1.21124,8.52148,15.02797,23.59243,34.6321,33.68106,11.60686,1.85738,3.45493,12.03502,8.18951,9.3631,5.82801,10.75705,18.27069,8.69485,3.95683,8.11248,20.5964,103.98826,80.78493,102.9782004,133.82329,106.66723,453900000,240000000,23500000,167600000,300300000,497600000,800400000,810800000,300500000,46600000,80000000,289800000,211700000,244400000,157500000,297900000,516600000,266100000,122800000,259200000,655800000,3278700000,2911900000,4081280000,5241400000,4738100000,0.06931,0.03409,0.00332,0.02335,0.04117,0.06464,0.09488,0.09228,0.0318,0.00509,0.00947,0.03297,0.02244,0.02565,0.01597,0.02947,0.05006,0.02382,0.01084,0.02223,0.05643,0.2849,0.22133,0.282132056,0.36664,0.29224,15.52835721,12.43192955,0,0.259305176,2.542193948,1.365478541,5.148950295,9.616632144,8.296683528,0.282992083,0,0,4.707905419,4.662394777,2.852950122,2.784081915,8.336046433,4.918468768,3.021251288,4.040809851,9.522531127,55.90560127,28.67353425,93.69843459,133.4403111,102.3222888,278600000,239800000,0,5100000,50800000,28800000,119000000,231500000,214800000,7100000,0,0,121700000,121700000,77100000,77100000,235700000,150500000,93800000,129100000,303200000,1762700000,1033500000,3713500000,5226400000,4545100000,0.04254,0.03406,0,0.00071,0.00696,0.00374,0.01411,0.02635,0.02273,0.00078,0,0,0.0129,0.01277,0.00782,0.00763,0.02284,0.01348,0.00828,0.01107,0.02609,0.15317,0.07856,0.25670804,0.36559,0.28034
Louisiana,-1.38179,15.6803,15.98429,1.3017,15.29022,36.5735,71.13456,68.28229,62.1924,36.17122,22.53216,29.69436,5.01864,26.3872,26.49437,14.99535,1.89287,16.33439,23.9067,34.29546,30.1858,43.8902,41.51016,33.20505101,43.70161,49.53169,-22000000,269800000,284100000,23000000,283200000,714100000,1508500000,1770700000,1641300000,929700000,536000000,633100000,113200000,605000000,623000000,352800000,45100000,409400000,629100000,939800000,838700000,1245100000,1447700000,1299300000,1652600000,1695500000,-0.00379,0.04296,0.04379,0.00357,0.04189,0.1002,0.19489,0.18707,0.17039,0.0991,0.06173,0.08135,0.01375,0.07229,0.07259,0.04108,0.00519,0.04475,0.0655,0.09396,0.0827,0.12025,0.11373,0.090972742,0.11973,0.1357,3.705711287,11.43185835,14.96593396,0,12.92001953,23.64668987,32.12335758,26.32649072,29.38915765,33.21364998,27.06802032,30.33693138,19.63233777,19.35941871,18.90298555,19.97129948,15.05359147,11.44223852,12.200696,14.78983536,20.45220045,19.2434526,20.67911179,24.88909349,27.96488453,31.28796792,59000000,196700000,266000000,0,239300000,461700000,681200000,682700000,775600000,853700000,643900000,646800000,442900000,443900000,444500000,469900000,359000000,286800000,321100000,405300000,568200000,545900000,721200000,973900000,1057500000,1071000000,0.01015,0.03132,0.041,0,0.0354,0.06479,0.08801,0.07213,0.08052,0.091,0.07416,0.08311,0.05379,0.05304,0.05179,0.05472,0.04124,0.03135,0.03343,0.04052,0.05603,0.05272,0.05666,0.068189297,0.07662,0.08572
Maine,70.03539,25.18336,4.88033,4.1641,6.61527,10.57876,11.99763,18.28379,15.31477,6.31312,0.07686,2.41402,10.15638,7.98215,12.25167,16.61554,21.17927,28.99405,37.63508,44.67474,42.38339,61.16292,84.29005,88.00155171,92.75274,72.90996,444600000,182500000,34300000,28900000,47900000,80700000,94400000,151500000,131300000,52200000,600000,19000000,87100000,67400000,105700000,144100000,193300000,265800000,362400000,447800000,456800000,652600000,940700000,1072100000,1290000000,1101200000,0.19188,0.069,0.01337,0.01141,0.01812,0.02898,0.03287,0.05009,0.04196,0.0173,0.00021,0.00661,0.02783,0.02187,0.03357,0.04552,0.05803,0.07944,0.10311,0.1224,0.11612,0.16757,0.23093,0.241100142,0.25412,0.19975,22.63626947,19.82930702,2.845671072,0,4.557493662,6.161111909,10.15477558,13.93912842,15.20979133,0,0.025621227,0,5.223947352,7.070246593,10.80279454,13.66371821,13.40002401,22.76545829,29.88789939,30.78745968,25.30199039,46.60790859,81.27936664,74.45780017,69.6220747,64.11070599,143700000,143700000,20000000,0,33000000,47000000,79900000,115500000,130400000,0,200000,0,44800000,59700000,93200000,118500000,122300000,208700000,287800000,308600000,272700000,497300000,907100000,907100000,968300000,968300000,0.06202,0.05433,0.0078,0,0.01249,0.01688,0.02782,0.03819,0.04167,0,0.00007,0,0.01431,0.01937,0.0296,0.03743,0.03671,0.06237,0.08188,0.08435,0.06932,0.12769,0.22268,0.203993973,0.19075,0.17565
Maryland,61.41321,50.87879,28.5745,21.62166,33.80335,54.95188,62.71412,44.21129,29.62317,19.87148,25.97397,44.51477,29.88066,29.17355,21.23842,24.96302,26.69041,23.03312,30.53923,37.71224,35.14474,74.68975,123.29963,72.31363752,46.2413,31.43229,1518000000,1426000000,857000000,612900000,949300000,1695800000,2120500000,1716900000,1171900000,779000000,955600000,1614500000,1222700000,1207300000,911200000,1093900000,1216900000,1091000000,1446400000,1850700000,1880600000,3870300000,7161000000,5541820000,3470900000,2372000000,0.16826,0.13939,0.07829,0.05924,0.09261,0.15055,0.17182,0.12113,0.08116,0.05444,0.07116,0.12196,0.08186,0.07993,0.05819,0.06839,0.07312,0.0631,0.08367,0.10332,0.09629,0.20463,0.33781,0.198119555,0.12669,0.08612,23.54577699,31.68328446,18.2716726,17.29309428,17.68328732,16.89580781,22.44150133,36.88007958,17.30980064,17.64709582,16.62377314,17.2157092,16.41124165,17.03586253,17.79896545,17.65142611,18.25712826,17.57568484,18.09069295,17.86069193,21.99956992,12.18101165,28.62167785,38.59288362,32.11697172,28.95308947,582000000,888000000,548000000,490200000,496600000,521400000,758800000,1432200000,684800000,691800000,611600000,624400000,671500000,705000000,763600000,773500000,832400000,832500000,856800000,876500000,1177200000,631200000,1662300000,2957600000,2410700000,2184900000,0.06451,0.0868,0.05006,0.04738,0.04845,0.04629,0.06148,0.10104,0.04742,0.04835,0.04554,0.04717,0.04496,0.04667,0.04876,0.04836,0.05002,0.04815,0.04956,0.04893,0.06027,0.03337,0.07842,0.105733928,0.08799,0.07932
Massachusetts,33.37395,49.6371,22.21828,12.23873,30.23735,47.57485,57.47167,58.29016,33.3246,16.59796,15.06734,30.45873,29.65954,26.6548,19.29435,20.02052,18.14501,17.41412,27.65243,43.74065,45.86016,143.66498,165.23372,124.2700576,111.79935,90.88654,1905300000,3011000000,1387900000,752400000,1892800000,2487200000,3208100000,3634000000,2225800000,1016600000,903000000,1900800000,1989700000,1874300000,1455000000,1570700000,1482000000,1447700000,2386700000,3959200000,4295200000,12099200000,18200200000,15338500000,15004300000,12790600000,0.09144,0.13599,0.06087,0.03353,0.08284,0.13034,0.15746,0.1597,0.0913,0.04547,0.04128,0.08345,0.08126,0.07303,0.05286,0.05485,0.04971,0.04771,0.07576,0.11984,0.12564,0.3936,0.4527,0.340465911,0.3063,0.249,28.17286208,37.82046881,14.11955106,10.43154583,18.16828823,33.06061702,38.60048099,37.45391184,31.72858496,13.73584813,11.17619361,22.09892397,24.62709151,22.1395704,16.54937893,15.96338861,15.81260587,15.64588153,23.18716393,37.83226033,37.38256683,54.93374974,62.98331513,65.10718844,63.51065719,58.46096716,1608400000,2294200000,882000000,641300000,1137300000,1728400000,2154700000,2335000000,2119200000,841300000,669800000,1379100000,1652100000,1556800000,1248000000,1252400000,1291500000,1300700000,2001300000,3424400000,3501200000,4626400000,6937500000,8036100000,8523600000,8227300000,0.07719,0.10362,0.03868,0.02858,0.04978,0.09058,0.10575,0.10261,0.08693,0.03763,0.03062,0.06054,0.06747,0.06066,0.04534,0.04374,0.04332,0.04287,0.06353,0.10365,0.10242,0.1505,0.17256,0.178375859,0.174,0.16017
Michigan,56.26702,38.3916,10.38743,7.27075,3.41613,9.3907,0.18599,10.61009,16.98954,7.7441,8.97199,24.69434,59.50178,69.78026,28.1482,47.31019,45.86103,49.58127,64.96033,72.24148,138.10933,209.89135,289.11536,123.434153,95.28233,68.1465,1476200000,1022300000,259700000,174000000,81900000,222400000,4600000,261200000,460100000,179400000,189400000,555900000,1344300000,1692200000,692600000,1192800000,1216800000,1332500000,1794400000,2064800000,3363700000,5745100000,9052400000,5705600000,4050700000,2870200000,0.15416,0.10518,0.02846,0.01992,0.00936,0.02573,0.00051,0.02907,0.04655,0.02122,0.02458,0.06766,0.16302,0.19118,0.07712,0.12962,0.12565,0.13584,0.17797,0.19792,0.37838,0.57504,0.7921,0.338175762,0.26105,0.1867,48.19402673,37.33633081,5.799682209,0,3.41612671,0.080226276,0.084907228,0.085303152,0.081236659,0.094966649,0.104215335,0.097728988,16.16015668,20.84913121,15.6956909,19.75620755,23.08127588,26.41853732,36.42252837,40.18624669,34.04591831,50.50091585,50.74625494,38.51476141,46.96254455,51.01371877,1264400000,994200000,145000000,0,81900000,1900000,2100000,2100000,2200000,2200000,2200000,2200000,365100000,505600000,386200000,498100000,612400000,710000000,1006100000,1148600000,829200000,1382300000,1588900000,1780300000,1996500000,2148600000,0.13204,0.10229,0.01589,0,0.00936,0.00022,0.00023,0.00023,0.00022,0.00026,0.00029,0.00027,0.04427,0.05712,0.043,0.05413,0.06324,0.07238,0.09979,0.1101,0.09328,0.13836,0.13903,0.105519894,0.12866,0.13976
Minnesota,67.59766,45.23314,32.34771,9.69099,34.04505,68.65575,42.57938,51.38134,41.21141,9.67408,10.97221,30.88101,39.51622,33.3465,35.57686,37.8262,56.19227,57.6531,53.62137,62.87565,51.32946,106.7363,191.75254,221.2795516,122.13173,74.33464,2125400000,1574200000,1130300000,368900000,1268500000,2732800000,1813100000,2244900000,1920000000,446900000,439700000,1297400000,1795000000,1712000000,1885900000,2103000000,3102400000,3333300000,3283000000,3971400000,3343900000,6914900000,12969000000,16516196000,11805700000,7269000000,0.1852,0.12393,0.08862,0.02655,0.09327,0.1881,0.11666,0.14077,0.11291,0.0265,0.03006,0.08461,0.10826,0.09136,0.09747,0.10363,0.15395,0.15795,0.14691,0.17226,0.14063,0.29243,0.52535,0.606245347,0.33461,0.20366,43.8809111,45.23313941,0,2.724194268,26.91934381,33.65709704,26.13097804,26.21366133,26.23149074,0,0,0.207079369,14.47680625,12.77762954,12.4696134,17.88481461,35.66431457,34.25124218,34.17575352,39.26100147,46.21152112,44.19318968,48.08053483,42.90084772,61.13192623,36.07180398,1379700000,1574200000,0,103700000,1003000000,1339700000,1112700000,1145300000,1222100000,0,0,8700000,657600000,656000000,661000000,994300000,1969100000,1980300000,2092400000,2479800000,3010500000,2863100000,3251900000,3202098000,5909300000,3527400000,0.12022,0.12393,0,0.00746,0.07375,0.09221,0.07159,0.07182,0.07187,0,0,0.00057,0.03966,0.03501,0.03416,0.049,0.09771,0.09384,0.09363,0.10756,0.12661,0.12108,0.13173,0.117536569,0.16748,0.09883
Mississippi,28.48512,20.95578,12.13709,6.70354,4.47229,7.13526,9.17914,42.3572,28.45022,24.99488,22.12966,19.46591,11.60917,6.58586,10.16285,29.26918,22.6848,17.61019,19.64569,23.37689,32.44336,36.25641,35.60682,33.84262104,35.7402,34.73372,274300000,207600000,119000000,63500000,44000000,71900000,108500000,507300000,401000000,341300000,261900000,241500000,152800000,85600000,150800000,443400000,356400000,272900000,300100000,354400000,509400000,552200000,562500000,588500000,652900000,669000000,0.07804,0.05741,0.03325,0.01837,0.01225,0.01955,0.02515,0.11605,0.07795,0.06848,0.06063,0.05333,0.03181,0.01804,0.02784,0.08019,0.06215,0.04825,0.05382,0.06405,0.08889,0.09933,0.09755,0.09271951,0.09792,0.09516,24.08202458,19.12870931,11.32115014,2.38582791,4.167362852,1.974850462,6.209669943,4.525448931,25.89608522,24.46027287,21.7156284,15.39540225,7.568719955,2.423536603,7.379523634,26.0742576,22.26471358,17.32625568,19.33146208,23.06686546,31.88998453,35.56699826,35.34095836,33.43432434,35.12710339,34.73372024,231900000,189500000,111000000,22600000,41000000,19900000,73400000,54200000,365000000,334000000,257000000,191000000,99600000,31500000,109500000,395000000,349800000,268500000,295300000,349700000,500800000,541700000,558300000,581400000,641700000,669000000,0.06598,0.05241,0.03102,0.00654,0.01142,0.00541,0.01701,0.0124,0.07095,0.06701,0.05949,0.04218,0.02074,0.00664,0.02022,0.07144,0.061,0.04747,0.05296,0.0632,0.08737,0.09744,0.09682,0.091600889,0.09624,0.09516
Missouri,23.01332,26.48965,30.32115,38.79973,51.0737,39.12545,60.85665,59.80601,62.98513,35.5556,34.35045,42.36244,32.27093,43.28072,32.48217,34.26219,29.86786,30.26521,43.77621,49.93758,57.6614,110.29037,197.77081,194.0527945,103.72413,81.14373,463400000,561000000,634900000,678400000,932200000,763300000,1188000000,1288500000,1393300000,823000000,712400000,885700000,701800000,951500000,746200000,820800000,738800000,759200000,1111400000,1305300000,1455200000,2958000000,5671200000,6659020000,4490800000,3510100000,0.06305,0.07257,0.08307,0.1063,0.13993,0.10719,0.16673,0.16385,0.17256,0.09741,0.09411,0.11606,0.08841,0.11858,0.08899,0.09387,0.08183,0.08292,0.11993,0.13682,0.15798,0.30217,0.54184,0.531651492,0.28418,0.22231,14.57079881,21.34282018,22.44118648,26.44604271,24.33698589,23.74796371,25.25448399,24.90176505,25.19314607,24.19335748,25.43013025,24.23512377,22.89038386,22.94810762,24.25497913,22.65779211,23.67436451,23.57169093,24.27109974,24.91714358,25.84698475,22.51645651,26.92531481,26.03196287,21.42942118,22.0931212,293400000,452000000,469900000,462400000,444200000,463300000,493000000,536500000,557300000,560000000,527400000,506700000,497800000,504500000,557200000,542800000,585600000,591300000,616200000,651300000,652300000,603900000,772100000,893300000,927800000,955700000,0.03992,0.05847,0.06148,0.07245,0.06668,0.06506,0.06919,0.06822,0.06902,0.06628,0.06967,0.0664,0.06271,0.06287,0.06645,0.06208,0.06486,0.06458,0.0665,0.06827,0.07081,0.06169,0.07377,0.071320446,0.05871,0.06053
